h=1; v /net1; envlp im(V) X,h=1; v /net1; envlp im(V) Y
7.374999999999999e-07,-0.8883476386040884
7.5e-07,-0.8312079001715967
7.625e-07,-0.6125283017281791
7.75e-07,-0.2962021296944036
7.875e-07,0.03201505984228223
8e-07,0.2886851038118001
8.124999999999999e-07,0.4151950393702046
8.249999999999999e-07,0.3919940140536437
8.374999999999999e-07,0.240773192111281
8.499999999999999e-07,0.01468312204013179
8.625e-07,-0.2196482759632589
8.75e-07,-0.4022435397246705
8.875e-07,-0.4957580005427626
9e-07,-0.4928162983446662
9.124999999999999e-07,-0.4133315457267277
9.249999999999999e-07,-0.293797251351182
9.374999999999999e-07,-0.1730022785753121
9.5e-07,-0.07939788248562933
9.624999999999999e-07,-0.02427065532027447
9.75e-07,-0.002419694554087115
9.874999999999999e-07,0.0008635733573990091
1e-06,4.052960365647597e-17
1.0125e-06,0.0008635733573989557
1.025e-06,-0.002419694554087094
1.0375e-06,-0.02427065532027447
1.05e-06,-0.07939788248562935
1.0625e-06,-0.1730022785753121
1.075e-06,-0.2937972513511822
1.0875e-06,-0.4133315457267277
1.1e-06,-0.4928162983446662
1.1125e-06,-0.4957580005427626
1.125e-06,-0.4022435397246706
1.1375e-06,-0.2196482759632589
1.15e-06,0.01468312204013179
1.1625e-06,0.2407731921112811
1.175e-06,0.3919940140536437
1.1875e-06,0.4151950393702048
1.2e-06,0.2886851038118001
1.2125e-06,0.0320150598422823
1.225e-06,-0.2962021296944036
1.2375e-06,-0.612528301728179
1.25e-06,-0.8312079001715967
1.2625e-06,-0.8883476386040883
1.275e-06,-0.7603893796450416
1.2875e-06,-0.4710715574783
1.3e-06,-0.0845539092789338
1.3125e-06,0.3133200687373182
1.325e-06,0.6399053925894296
1.3375e-06,0.839098167545172
1.35e-06,0.895922660617094
1.3625e-06,0.8379257905346599
1.375e-06,0.7231525883263116
1.3875e-06,0.6187673624405865
1.4e-06,0.5773702076236003
1.4125e-06,0.6187673624405862
1.425e-06,0.7231525883263118
1.4375e-06,0.8379257905346602
1.45e-06,0.8959226606170944
1.4625e-06,0.839098167545172
1.475e-06,0.6399053925894296
1.4875e-06,0.3133200687373179
1.5e-06,-0.0845539092789338
1.5125e-06,-0.4710715574783
1.525e-06,-0.7603893796450419
1.5375e-06,-0.8883476386040884
1.55e-06,-0.8312079001715965
1.5625e-06,-0.612528301728179
1.575e-06,-0.2962021296944036
1.5875e-06,0.03201505984228222
1.6e-06,0.2886851038118001
1.6125e-06,0.4151950393702048
1.625e-06,0.3919940140536437
1.6375e-06,0.240773192111281
1.65e-06,0.01468312204013179
1.6625e-06,-0.2196482759632589
1.675e-06,-0.4022435397246704
1.6875e-06,-0.4957580005427626
1.7e-06,-0.4928162983446661
1.7125e-06,-0.4133315457267277
1.725e-06,-0.293797251351182
1.7375e-06,-0.1730022785753121
1.75e-06,-0.07939788248562933
1.7625e-06,-0.02427065532027447
1.775e-06,-0.002419694554087116
1.7875e-06,0.0008635733573990091
1.8e-06,4.052960365647597e-17
1.8125e-06,0.0008635733573989557
1.825e-06,-0.002419694554087094
1.8375e-06,-0.02427065532027447
1.85e-06,-0.07939788248562935
1.8625e-06,-0.1730022785753121
1.875e-06,-0.2937972513511822
1.8875e-06,-0.4133315457267277
1.9e-06,-0.4928162983446661
1.9125e-06,-0.4957580005427626
1.925e-06,-0.4022435397246706
1.9375e-06,-0.2196482759632589
1.95e-06,0.01468312204013179
1.9625e-06,0.2407731921112811
1.975e-06,0.3919940140536437
1.9875e-06,0.4151950393702048
2e-06,0.2886851038118001
2.0125e-06,0.0320150598422823
2.025e-06,-0.2962021296944036
2.0375e-06,-0.6125283017281791
2.05e-06,-0.8312079001715965
2.0625e-06,-0.8883476386040884
2.075e-06,-0.7603893796450416
2.0875e-06,-0.4710715574783
2.1e-06,-0.0845539092789338
2.1125e-06,0.3133200687373182
2.125e-06,0.6399053925894296
2.1375e-06,0.8390981675451719
2.15e-06,0.8959226606170941
2.1625e-06,0.8379257905346599
2.175e-06,0.7231525883263116
2.1875e-06,0.6187673624405865
2.2e-06,0.5773702076236003
2.2125e-06,0.6187673624405861
2.225e-06,0.7231525883263118
2.2375e-06,0.8379257905346602
2.25e-06,0.8959226606170944
2.2625e-06,0.8390981675451719
2.275e-06,0.6399053925894296
2.2875e-06,0.3133200687373179
2.3e-06,-0.0845539092789338
2.3125e-06,-0.4710715574783
2.325e-06,-0.7603893796450419
2.3375e-06,-0.8883476386040884
2.35e-06,-0.8312079001715965
2.3625e-06,-0.612528301728179
2.375e-06,-0.2962021296944036
2.3875e-06,0.03201505984228222
2.4e-06,0.2886851038118001
2.4125e-06,0.4151950393702046
2.425e-06,0.3919940140536438
2.4375e-06,0.240773192111281
2.45e-06,0.01468312204013179
2.4625e-06,-0.2196482759632589
2.475e-06,-0.4022435397246705
2.4875e-06,-0.4957580005427626
2.5e-06,-0.4928162983446662
2.5125e-06,-0.4133315457267277
2.525e-06,-0.293797251351182
2.5375e-06,-0.1730022785753121
2.55e-06,-0.07939788248562932
2.5625e-06,-0.02427065532027447
2.575e-06,-0.002419694554087116
2.5875e-06,0.0008635733573990091
2.6e-06,4.052960365647597e-17
2.6125e-06,0.0008635733573989557
2.625e-06,-0.002419694554087094
2.6375e-06,-0.02427065532027447
2.65e-06,-0.07939788248562935
2.6625e-06,-0.1730022785753122
2.675e-06,-0.2937972513511822
2.6875e-06,-0.4133315457267277
2.7e-06,-0.4928162983446661
2.7125e-06,-0.4957580005427626
2.725e-06,-0.4022435397246708
2.7375e-06,-0.2196482759632589
2.75e-06,0.01468312204013179
2.7625e-06,0.2407731921112811
2.775e-06,0.3919940140536437
2.7875e-06,0.4151950393702048
2.8e-06,0.2886851038118001
2.8125e-06,0.03201505984228232
2.825e-06,-0.2962021296944036
2.8375e-06,-0.612528301728179
2.85e-06,-0.8312079001715967
2.8625e-06,-0.8883476386040883
2.875e-06,-0.7603893796450417
2.8875e-06,-0.4710715574783
2.9e-06,-0.08455390927893382
2.9125e-06,0.3133200687373182
2.925e-06,0.6399053925894296
2.9375e-06,0.8390981675451719
2.95e-06,0.8959226606170941
2.9625e-06,0.8379257905346602
2.975e-06,0.7231525883263116
2.9875e-06,0.6187673624405865
3e-06,0.5773702076236003
3.0125e-06,0.6187673624405861
3.025e-06,0.7231525883263118
3.0375e-06,0.8379257905346602
3.05e-06,0.8959226606170944
3.0625e-06,0.8390981675451719
3.075e-06,0.6399053925894296
3.0875e-06,0.313320068737318
3.1e-06,-0.0845539092789338
3.1125e-06,-0.4710715574783
3.125e-06,-0.7603893796450419
3.1375e-06,-0.8883476386040884
3.15e-06,-0.8312079001715965
3.1625e-06,-0.612528301728179
3.175e-06,-0.2962021296944036
3.1875e-06,0.03201505984228222
3.2e-06,0.2886851038118001
3.2125e-06,0.4151950393702046
3.225e-06,0.3919940140536437
3.2375e-06,0.240773192111281
3.25e-06,0.01468312204013179
3.2625e-06,-0.2196482759632589
3.275e-06,-0.4022435397246705
3.2875e-06,-0.4957580005427626
3.3e-06,-0.4928162983446662
3.3125e-06,-0.4133315457267277
3.325e-06,-0.293797251351182
3.3375e-06,-0.1730022785753121
3.35e-06,-0.07939788248562932
3.3625e-06,-0.02427065532027447
3.375e-06,-0.002419694554087115
3.3875e-06,0.0008635733573990091
3.4e-06,4.052960365647597e-17
3.4125e-06,0.0008635733573989557
3.425e-06,-0.002419694554087094
3.4375e-06,-0.02427065532027447
3.45e-06,-0.07939788248562936
3.4625e-06,-0.1730022785753121
3.475e-06,-0.2937972513511822
3.4875e-06,-0.4133315457267277
3.5e-06,-0.4928162983446662
3.5125e-06,-0.4957580005427626
3.525e-06,-0.4022435397246708
3.5375e-06,-0.2196482759632589
3.55e-06,0.01468312204013179
3.5625e-06,0.2407731921112811
3.575e-06,0.3919940140536437
3.5875e-06,0.4151950393702048
3.6e-06,0.2886851038118001
3.6125e-06,0.0320150598422823
3.625e-06,-0.2962021296944036
3.6375e-06,-0.6125283017281791
3.65e-06,-0.8312079001715965
3.6625e-06,-0.8883476386040884
3.675e-06,-0.7603893796450416
3.6875e-06,-0.4710715574783
3.7e-06,-0.0845539092789338
3.7125e-06,0.3133200687373182
3.725e-06,0.6399053925894296
3.7375e-06,0.8390981675451719
3.75e-06,0.8959226606170941
3.7625e-06,0.8379257905346602
3.775e-06,0.7231525883263116
3.7875e-06,0.6187673624405865
3.8e-06,0.5773702076236003
3.8125e-06,0.6187673624405861
3.825e-06,0.7231525883263118
3.8375e-06,0.8379257905346602
3.85e-06,0.895922660617094
3.8625e-06,0.8390981675451719
3.875e-06,0.6399053925894296
3.8875e-06,0.3133200687373179
3.9e-06,-0.0845539092789338
3.9125e-06,-0.4710715574783
3.925e-06,-0.7603893796450419
3.9375e-06,-0.8883476386040883
3.949999999999999e-06,-0.7995719332009098
3.9625e-06,-0.5461385791132353
3.975e-06,-0.2481546862726505
3.9875e-06,0.02588924334837305
4e-06,0.2334476006121141
4.0125e-06,0.3478455568269354
4.025e-06,0.3495072035890253
4.0375e-06,0.2316093081401508
4.05e-06,0.01468312204013179
4.0625e-06,-0.2196482759632589
4.075e-06,-0.4022435397246705
4.087499999999999e-06,-0.4957580005427626
4.1e-06,-0.4928162983446661
4.1125e-06,-0.4133315457267277
4.124999999999999e-06,-0.293797251351182
4.1375e-06,-0.1730022785753121
4.15e-06,-0.0793978824856293
4.1625e-06,-0.02427065532027447
4.175e-06,-0.002419694554087115
4.1875e-06,0.0008635733573990091
4.2e-06,4.052960365647597e-17
4.2125e-06,0.0008635733573989557
4.225e-06,-0.002419694554087094
4.2375e-06,-0.02427065532027447
4.25e-06,-0.07939788248562936
4.262499999999999e-06,-0.1730022785753121
4.275e-06,-0.2937972513511822
4.2875e-06,-0.4133315457267277
4.299999999999999e-06,-0.4928162983446662
4.3125e-06,-0.4957580005427626
4.325e-06,-0.4022435397246708
4.3375e-06,-0.2196482759632589
4.35e-06,0.01468312204013179
4.3625e-06,0.2407731921112811
4.375e-06,0.3919940140536437
4.3875e-06,0.4151950393702046
4.4e-06,0.2886851038118001
4.4125e-06,0.0320150598422823
4.425e-06,-0.2962021296944036
4.437499999999999e-06,-0.6125283017281791
4.45e-06,-0.8312079001715965
4.4625e-06,-0.8883476386040883
4.475e-06,-0.7603893796450416
4.4875e-06,-0.4710715574783
4.5e-06,-0.08455390927893382
4.5125e-06,0.3133200687373182
4.525e-06,0.6399053925894296
4.5375e-06,0.8390981675451719
4.55e-06,0.8959226606170941
4.5625e-06,0.8379257905346602
4.574999999999999e-06,0.7231525883263116
4.5875e-06,0.6187673624405865
4.6e-06,0.5773702076236003
4.612499999999999e-06,0.6187673624405861
4.625e-06,0.7231525883263118
4.6375e-06,0.8379257905346602
4.65e-06,0.8959226606170944
4.6625e-06,0.839098167545172
4.675e-06,0.6399053925894296
4.6875e-06,0.3133200687373179
4.7e-06,-0.0845539092789338
4.7125e-06,-0.4710715574783
4.725e-06,-0.7603893796450419
4.7375e-06,-0.8883476386040883
4.749999999999999e-06,-0.8312079001715965
4.7625e-06,-0.6125283017281791
4.775e-06,-0.2962021296944036
4.787499999999999e-06,0.03201505984228223
4.8e-06,0.2886851038118001
4.8125e-06,0.4151950393702048
4.825e-06,0.3919940140536437
4.8375e-06,0.240773192111281
4.85e-06,0.01468312204013179
4.8625e-06,-0.2196482759632589
4.875e-06,-0.4022435397246705
4.887499999999999e-06,-0.4957580005427626
4.9e-06,-0.4928162983446661
4.9125e-06,-0.4133315457267277
4.924999999999999e-06,-0.293797251351182
4.9375e-06,-0.1730022785753121
4.95e-06,-0.0793978824856293
4.962499999999999e-06,-0.02427065532027447
4.975e-06,-0.002419694554087115
4.9875e-06,0.0008635733573990091
5e-06,4.052960365647597e-17
5.0125e-06,0.0008635733573989557
5.025e-06,-0.002419694554087094
5.0375e-06,-0.02427065532027447
5.05e-06,-0.07939788248562936
5.062499999999999e-06,-0.1730022785753121
5.075e-06,-0.2937972513511822
5.0875e-06,-0.4133315457267277
5.099999999999999e-06,-0.4928162983446662
5.1125e-06,-0.4957580005427626
5.125e-06,-0.4022435397246708
5.1375e-06,-0.2196482759632589
5.15e-06,0.01468312204013179
5.1625e-06,0.2407731921112811
5.175e-06,0.3919940140536437
5.1875e-06,0.4151950393702046
5.199999999999999e-06,0.2886851038118001
5.2125e-06,0.0320150598422823
5.225e-06,-0.2962021296944036
5.237499999999999e-06,-0.6125283017281791
5.25e-06,-0.8312079001715965
5.2625e-06,-0.8883476386040883
5.274999999999999e-06,-0.7603893796450416
5.2875e-06,-0.4710715574783
5.3e-06,-0.08455390927893382
5.3125e-06,0.3133200687373182
5.325e-06,0.6399053925894296
5.3375e-06,0.839098167545172
5.35e-06,0.8959226606170941
5.3625e-06,0.8379257905346599
5.374999999999999e-06,0.7231525883263116
5.3875e-06,0.6187673624405865
5.4e-06,0.5773702076236003
5.412499999999999e-06,0.6187673624405861
5.425e-06,0.7231525883263118
5.4375e-06,0.8379257905346602
5.449999999999999e-06,0.8959226606170944
5.4625e-06,0.839098167545172
5.475e-06,0.6399053925894296
5.4875e-06,0.3133200687373179
5.5e-06,-0.0845539092789338
5.5125e-06,-0.4710715574783
5.525e-06,-0.7603893796450419
5.5375e-06,-0.8883476386040883
5.549999999999999e-06,-0.8312079001715965
5.5625e-06,-0.6125283017281791
5.575e-06,-0.2962021296944036
5.587499999999999e-06,0.03201505984228222
5.6e-06,0.2886851038118001
5.6125e-06,0.4151950393702046
5.625e-06,0.3919940140536437
5.6375e-06,0.240773192111281
5.65e-06,0.01468312204013179
5.6625e-06,-0.2196482759632589
5.675e-06,-0.4022435397246704
5.687499999999999e-06,-0.4957580005427626
5.7e-06,-0.4928162983446662
5.7125e-06,-0.4133315457267278
5.724999999999999e-06,-0.293797251351182
5.7375e-06,-0.1730022785753121
5.75e-06,-0.07939788248562932
5.762499999999999e-06,-0.02427065532027447
5.775e-06,-0.002419694554087115
5.7875e-06,0.0008635733573990091
5.8e-06,4.052960365647597e-17
5.8125e-06,0.0008635733573989558
5.825e-06,-0.002419694554087094
5.8375e-06,-0.02427065532027447
5.85e-06,-0.07939788248562936
5.862499999999999e-06,-0.1730022785753121
5.875e-06,-0.2937972513511822
5.8875e-06,-0.4133315457267277
5.899999999999999e-06,-0.4928162983446662
5.9125e-06,-0.4957580005427626
5.925e-06,-0.4022435397246708
5.937499999999999e-06,-0.2196482759632589
5.95e-06,0.01468312204013179
5.9625e-06,0.2407731921112811
5.975e-06,0.3919940140536437
5.9875e-06,0.4151950393702048
6e-06,0.2886851038118001
6.0125e-06,0.0320150598422823
6.025e-06,-0.2962021296944036
6.037499999999999e-06,-0.6125283017281791
6.05e-06,-0.8312079001715965
6.0625e-06,-0.8883476386040883
6.074999999999999e-06,-0.7603893796450416
6.0875e-06,-0.4710715574783
6.1e-06,-0.08455390927893382
6.112499999999999e-06,0.3133200687373182
6.125e-06,0.6399053925894296
6.1375e-06,0.839098167545172
6.15e-06,0.8959226606170941
6.1625e-06,0.8379257905346599
6.174999999999999e-06,0.7231525883263116
6.1875e-06,0.6187673624405865
6.2e-06,0.5773702076236003
6.212499999999999e-06,0.6187673624405861
6.225e-06,0.7231525883263118
6.2375e-06,0.8379257905346602
6.249999999999999e-06,0.8959226606170944
6.2625e-06,0.839098167545172
6.275e-06,0.6399053925894296
6.2875e-06,0.3133200687373179
6.3e-06,-0.08455390927893382
6.3125e-06,-0.4710715574783
6.325e-06,-0.7603893796450419
6.3375e-06,-0.8883476386040883
6.349999999999999e-06,-0.8312079001715965
6.3625e-06,-0.6125283017281791
6.375e-06,-0.2962021296944036
6.387499999999999e-06,0.03201505984228222
6.4e-06,0.2886851038118001
6.4125e-06,0.4151950393702046
6.424999999999999e-06,0.3919940140536437
6.4375e-06,0.240773192111281
6.45e-06,0.01468312204013179
6.4625e-06,-0.2196482759632589
6.475e-06,-0.4022435397246704
6.487499999999999e-06,-0.4957580005427626
6.5e-06,-0.4928162983446662
6.5125e-06,-0.4133315457267278
6.524999999999999e-06,-0.293797251351182
6.5375e-06,-0.1730022785753121
6.55e-06,-0.0793978824856293
6.562499999999999e-06,-0.02427065532027447
6.575e-06,-0.002419694554087115
6.5875e-06,0.0008635733573990091
6.599999999999999e-06,4.052960365647597e-17
6.6125e-06,0.0008635733573989558
6.625e-06,-0.002419694554087094
6.6375e-06,-0.02427065532027447
6.65e-06,-0.07939788248562935
6.662499999999999e-06,-0.1730022785753121
6.675e-06,-0.2937972513511822
6.6875e-06,-0.4133315457267277
6.699999999999999e-06,-0.4928162983446662
6.7125e-06,-0.4957580005427626
6.725e-06,-0.4022435397246708
6.737499999999999e-06,-0.2196482759632589
6.75e-06,0.01468312204013179
6.7625e-06,0.2407731921112811
6.775e-06,0.3919940140536437
6.7875e-06,0.4151950393702048
6.799999999999999e-06,0.2886851038118001
6.8125e-06,0.0320150598422823
6.825e-06,-0.2962021296944036
6.837499999999999e-06,-0.6125283017281791
6.85e-06,-0.8312079001715965
6.8625e-06,-0.8883476386040883
6.874999999999999e-06,-0.7603893796450416
6.8875e-06,-0.4710715574783
6.9e-06,-0.08455390927893382
6.912499999999999e-06,0.3133200687373182
6.925e-06,0.6399053925894296
6.9375e-06,0.839098167545172
6.95e-06,0.8959226606170941
6.9625e-06,0.8379257905346599
6.974999999999999e-06,0.7231525883263116
6.9875e-06,0.6187673624405865
7e-06,0.5773702076236003
7.012499999999999e-06,0.6187673624405861
7.025e-06,0.7231525883263118
7.0375e-06,0.8379257905346602
7.049999999999999e-06,0.8959226606170944
7.0625e-06,0.839098167545172
7.075e-06,0.6399053925894296
7.087499999999999e-06,0.3133200687373179
7.1e-06,-0.08455390927893382
7.1125e-06,-0.4710715574783
7.125e-06,-0.7603893796450419
7.1375e-06,-0.8883476386040883
7.149999999999999e-06,-0.8312079001715965
7.1625e-06,-0.6125283017281791
7.175e-06,-0.2962021296944036
7.187499999999999e-06,0.03201505984228223
7.2e-06,0.2886851038118001
7.2125e-06,0.4151950393702046
7.224999999999999e-06,0.3919940140536437
7.2375e-06,0.240773192111281
7.25e-06,0.01468312204013179
7.262499999999999e-06,-0.2196482759632589
7.275e-06,-0.4022435397246705
7.287499999999999e-06,-0.4957580005427626
7.3e-06,-0.4928162983446661
7.3125e-06,-0.4133315457267277
7.324999999999999e-06,-0.293797251351182
7.3375e-06,-0.1730022785753121
7.35e-06,-0.0793978824856293
7.362499999999999e-06,-0.02427065532027447
7.375e-06,-0.002419694554087115
7.3875e-06,0.0008635733573990091
7.399999999999999e-06,4.052960365647597e-17
7.4125e-06,0.0008635733573989558
7.425e-06,-0.002419694554087094
7.4375e-06,-0.02427065532027447
7.45e-06,-0.07939788248562935
7.462499999999999e-06,-0.1730022785753121
7.475e-06,-0.2937972513511822
7.4875e-06,-0.4133315457267277
7.499999999999999e-06,-0.4928162983446662
7.5125e-06,-0.4957580005427626
7.525e-06,-0.4022435397246708
7.537499999999999e-06,-0.2196482759632589
7.55e-06,0.01468312204013179
7.5625e-06,0.2407731921112811
7.574999999999999e-06,0.3919940140536437
7.5875e-06,0.4151950393702048
7.6e-06,0.2886851038118001
7.6125e-06,0.03201505984228232
7.625e-06,-0.2962021296944036
7.637499999999999e-06,-0.6125283017281791
7.65e-06,-0.8312079001715967
7.6625e-06,-0.8883476386040884
7.675e-06,-0.7603893796450417
7.687499999999999e-06,-0.4710715574783
7.699999999999999e-06,-0.0845539092789338
7.712499999999999e-06,0.3133200687373182
7.725e-06,0.6399053925894296
7.7375e-06,0.839098167545172
7.75e-06,0.8959226606170941
7.762499999999999e-06,0.8379257905346602
7.774999999999999e-06,0.7231525883263116
7.7875e-06,0.6187673624405865
7.8e-06,0.5773702076236003
7.8125e-06,0.6187673624405861
7.825e-06,0.7231525883263118
7.837499999999999e-06,0.8379257905346602
7.849999999999999e-06,0.8959226606170944
7.8625e-06,0.839098167545172
7.875e-06,0.6399053925894296
7.8875e-06,0.3133200687373179
7.899999999999999e-06,-0.0845539092789338
7.912499999999999e-06,-0.4710715574783
7.925e-06,-0.7603893796450419
7.9375e-06,-0.8883476386040884
7.95e-06,-0.7995719332009098
7.9625e-06,-0.5031368120092066
7.974999999999999e-06,-0.1496467950981804
7.987499999999999e-06,0.07729785006963018
8e-06,0.08910504870621404
8.0125e-06,-0.07647591901357136
8.025e-06,-0.3064023490199504
8.037499999999999e-06,-0.4976174525202229
8.049999999999999e-06,-0.6125282642878133
8.062499999999999e-06,-0.6628665372227674
8.075e-06,-0.6778118352574677
8.0875e-06,-0.6727531491182605
8.1e-06,-0.6644434491680261
8.112499999999999e-06,-0.6658222306194173
8.124999999999999e-06,-0.6815659803739482
8.1375e-06,-0.7057413074870763
8.15e-06,-0.7225400695343008
8.1625e-06,-0.7103125692762067
8.174999999999999e-06,-0.6481456332806191
8.187499999999999e-06,-0.5233253619338932
8.199999999999999e-06,-0.3374836963486338
8.2125e-06,-0.1092943968386197
8.225e-06,0.1276611984544964
8.2375e-06,0.3319298460813175
8.249999999999999e-06,0.4646727123454551
8.262499999999999e-06,0.500877305208589
8.275e-06,0.4379877074470899
8.2875e-06,0.2990310935954509
8.3e-06,0.1286652882758009
8.3125e-06,-0.017438845135787
8.324999999999999e-06,-0.08739700895035656
8.337499999999999e-06,-0.04810572174152055
8.35e-06,0.1039684759726527
8.3625e-06,0.3396996733489496
8.375e-06,0.6033607414320713
8.387499999999999e-06,0.8266384891399593
8.399999999999999e-06,0.946965168227861
8.4125e-06,0.9250363505801581
8.425e-06,0.7563756933310207
8.4375e-06,0.4733610184362431
8.45e-06,0.1368399460120852
8.462499999999999e-06,-0.1804511489034148
8.474999999999999e-06,-0.4139349269394361
8.4875e-06,-0.5248325057014084
8.5e-06,-0.510146273039214
8.5125e-06,-0.4019938370566247
8.524999999999999e-06,-0.2565244488818841
8.537499999999999e-06,-0.1358535481392704
8.549999999999999e-06,-0.08862846668321188
8.5625e-06,-0.135281805682674
8.575e-06,-0.2625669717444177
8.5875e-06,-0.4290357028535321
8.599999999999999e-06,-0.5796235370119499
8.612499999999999e-06,-0.6645675019063669
8.625e-06,-0.6564464811203453
8.6375e-06,-0.5596964451339781
8.65e-06,-0.4093617225113336
8.662499999999999e-06,-0.2593496846545951
8.674999999999999e-06,-0.1639381910585627
8.687499999999999e-06,-0.1586062141375945
8.7e-06,-0.2466353084344963
8.7125e-06,-0.3961959311020936
8.725e-06,-0.5493044375951034
8.737499999999999e-06,-0.6401606830123553
8.749999999999999e-06,-0.6172013032967655
8.7625e-06,-0.4617798021096538
8.775e-06,-0.1972181271307196
8.7875e-06,0.115146342657685
8.8e-06,0.3922458157748996
8.812499999999999e-06,0.553279419637895
8.824999999999999e-06,0.5442214796518542
8.8375e-06,0.3552738130668523
8.85e-06,0.0257036763570712
8.8625e-06,-0.3657036493572856
8.874999999999999e-06,-0.7219510374926058
8.887499999999999e-06,-0.9546355315161974
8.899999999999999e-06,-1.008274665987609
8.9125e-06,-0.8749153710130159
8.925e-06,-0.5947680329549988
8.9375e-06,-0.242896191564398
8.949999999999999e-06,0.09375616042240613
8.962499999999999e-06,0.3418332587070322
8.975e-06,0.4617427357747133
8.9875e-06,0.456560743503379
9e-06,0.3673416312159108
9.012499999999999e-06,0.2568202037550076
9.024999999999999e-06,0.1870953490958035
9.037499999999999e-06,0.1986388915068471
9.05e-06,0.2973525241662729
9.0625e-06,0.4536355006640702
9.075e-06,0.6134468886116774
9.087499999999999e-06,0.7174491468442378
9.099999999999999e-06,0.7217614440993495
9.1125e-06,0.6134388089803694
9.125e-06,0.4156281805864864
9.1375e-06,0.1808050740039937
9.149999999999999e-06,-0.02558275209138912
9.162499999999999e-06,-0.1456316515662281
9.174999999999999e-06,-0.1469386228847045
9.1875e-06,-0.03220752308229213
9.2e-06,0.1624735366780618
9.2125e-06,0.3799139890748109
9.224999999999999e-06,0.5604504353504746
9.237499999999999e-06,0.6607048813915695
9.25e-06,0.6663215396844234
9.2625e-06,0.594630363365106
9.275e-06,0.4865962313607116
9.287499999999999e-06,0.3909935235502333
9.299999999999999e-06,0.3463090947677274
9.312499999999999e-06,0.3665820751133315
9.325e-06,0.4360180579202479
9.3375e-06,0.5142384999536526
9.35e-06,0.5504417529717732
9.362499999999999e-06,0.5017519670145728
9.374999999999999e-06,0.3496063781474937
9.387499999999999e-06,0.1086432980195884
9.4e-06,-0.1750101596705719
9.4125e-06,-0.4357022753225616
9.425e-06,-0.6068011807169417
9.437499999999999e-06,-0.640036734254478
9.449999999999999e-06,-0.5196341368237274
9.4625e-06,-0.2669472130125671
9.475e-06,0.06563861478603532
9.4875e-06,0.4093742052478997
9.499999999999999e-06,0.6976198088314204
9.512499999999999e-06,0.8823658995975988
9.524999999999999e-06,0.9439471217069987
9.5375e-06,0.8915388140741091
9.55e-06,0.7551524771812684
9.5625e-06,0.5725899513731386
9.574999999999999e-06,0.376264167329651
9.587499999999999e-06,0.1844953586091092
9.6e-06,5.115986304075959e-17
9.6125e-06,-0.1844953586091091
9.625e-06,-0.3762641673296508
9.637499999999999e-06,-0.5725899513731383
9.649999999999999e-06,-0.7551524771812685
9.662499999999999e-06,-0.8915388140741088
9.675e-06,-0.9439471217069983
9.6875e-06,-0.8823658995975987
9.7e-06,-0.6976198088314202
9.712499999999999e-06,-0.4093742052479
9.724999999999999e-06,-0.06563861478603535
9.7375e-06,0.2669472130125672
9.75e-06,0.5196341368237277
9.7625e-06,0.6400367342544778
9.774999999999999e-06,0.6068011807169414
9.787499999999999e-06,0.4357022753225617
9.799999999999999e-06,0.1750101596705719
9.8125e-06,-0.1086432980195884
9.825e-06,-0.3496063781474938
9.8375e-06,-0.5017519670145728
9.849999999999999e-06,-0.5504417529717736
9.862499999999999e-06,-0.5142384999536526
